buss_no,fiscalyear,balancebf,current_balance,totalamountdue,transdate,electoralarea,assessmentby,buss_type
3501,2018,44,60,104,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3502,2018,50,60,110,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3503,2018,50,60,110,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3504,2018,33,60,93,2018-04-10 00:00:00.000,MANKESSIM,,Barber
3505,2018,190,300,490,2018-04-10 00:00:00.000,MANKESSIM,,Professional Driving Schools
3506,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3507,2018,130,240,370,2018-04-10 00:00:00.000,MANKESSIM,,Boutique
3508,2018,130,240,370,2018-04-10 00:00:00.000,MANKESSIM,,Boutique
3509,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3510,2018,50,60,110,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3511,2018,53,60,113,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3512,2018,50,60,110,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3513,2018,13,120,133,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3514,2018,0,120,120,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3515,2018,160,180,340,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3516,2018,100,180,280,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3517,2018,20,60,80,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3518,2018,70,180,250,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3519,2018,150,180,330,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3520,2018,50,60,110,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3521,2018,50,60,110,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3522,2018,0,120,120,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3523,2018,180,360,540,2018-04-10 00:00:00.000,MANKESSIM,,Fetish Priest/Priestess/Herbalist    Category A
3524,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3525,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3526,2018,30,120,150,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3527,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3528,2018,0,120,120,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3529,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3531,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3532,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3533,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3534,2018,45,120,165,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3535,2018,0,120,120,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3537,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3538,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3539,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3540,2018,60,360,420,2018-04-10 00:00:00.000,MANKESSIM,,Fetish Priest/Priestess/Herbalist    Category A
3541,2018,0,120,120,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3542,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3543,2018,10,60,70,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3544,2018,85,120,205,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3545,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3546,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3547,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3548,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3549,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3551,2018,40,60,100,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3552,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3553,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3554,2018,-10,120,110,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3555,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3556,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,Beer / Wine / Spirit Sellers
3557,2018,55,60,115,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3558,2018,45,120,165,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3559,2018,105,120,225,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3560,2018,10,120,130,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3561,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3562,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3564,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3565,2018,70,120,190,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3566,2018,70,360,430,2018-04-10 00:00:00.000,MANKESSIM,,TV & Electrical Appliance (Lawyer Enchil & Kama et
3567,2018,70,120,190,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3568,2018,40,60,100,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3569,2018,50,60,110,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3570,2018,30,120,150,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3571,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3572,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3573,2018,30,60,90,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3574,2018,30,120,150,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3575,2018,20,60,80,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3576,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3577,2018,20,120,140,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3578,2018,40,60,100,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3579,2018,65,120,185,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3580,2018,40,60,100,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3581,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3582,2018,70,120,190,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3583,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3584,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3585,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3586,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3587,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3588,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3589,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3590,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3591,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3592,2018,50,60,110,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3593,2018,0,120,120,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3594,2018,70,120,190,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3595,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3596,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3597,2018,70,120,190,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3598,2018,30,120,150,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3600,2018,55,120,175,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3601,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3602,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3603,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3604,2018,0,360,360,2018-04-10 00:00:00.000,MANKESSIM,,TV & Electrical Appliance (Lawyer Enchil & Kama et
3605,2018,70,120,190,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3606,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3607,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3608,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3609,2018,55,120,175,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3610,2018,70,120,190,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3611,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3612,2018,70,120,190,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3613,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3614,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3615,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3616,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3617,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3618,2018,30,120,150,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3619,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3620,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3621,2018,40,60,100,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3622,2018,40,60,100,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3623,2018,140,180,320,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3624,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3625,2018,70,120,190,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3626,2018,70,120,190,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3627,2018,50,180,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3628,2018,30,60,90,2018-04-10 00:00:00.000,MANKESSIM,,Mobile to Mobile Transfers & Credit Cards 
3629,2018,48,120,168,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3630,2018,20,120,140,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3631,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3632,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3633,2018,45,120,165,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3634,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3635,2018,0,120,120,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3636,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3637,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3638,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3639,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3640,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3641,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3642,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3643,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3644,2018,120,120,240,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3645,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3646,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3647,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3648,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3649,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3650,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3651,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3652,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3653,2018,96,120,216,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3654,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3655,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3656,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3657,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3658,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3659,2018,50,60,110,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3660,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3661,2018,45,120,165,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3662,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3663,2018,55,120,175,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3664,2018,79,84,163,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3665,2018,79,84,163,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3666,2018,79,84,163,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3667,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3668,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3669,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3670,2018,120,120,240,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3671,2018,55,60,115,2018-04-10 00:00:00.000,MANKESSIM,,Barber
3672,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3673,2018,-40,120,80,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3674,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3675,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3676,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3677,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3678,2018,85,120,205,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3679,2018,0,120,120,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3680,2018,30,120,150,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3681,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3682,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3683,2018,20,120,140,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3684,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3685,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3686,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3687,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3688,2018,70,120,190,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3689,2018,0,120,120,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3690,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3691,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3692,2018,20,120,140,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3693,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3694,2018,70,120,190,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3695,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3696,2018,95,120,215,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3697,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3698,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3699,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3700,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3701,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3702,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3703,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3704,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3705,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3706,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3707,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3708,2018,20,120,140,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3709,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3710,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3711,2018,94,120,214,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3712,2018,35,60,95,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3713,2018,55,120,175,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3714,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3715,2018,15,120,135,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3716,2018,20,120,140,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3717,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3718,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3719,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3720,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3721,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3722,2018,105,120,225,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3723,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3724,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3725,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3726,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3727,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3728,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3729,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3730,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3731,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3732,2018,58,84,142,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3733,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3734,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3735,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3736,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3737,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3738,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3739,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3740,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3741,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3742,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3743,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3744,2018,10,120,130,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3745,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3746,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3747,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3748,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3749,2018,40,120,160,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3750,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3751,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3752,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3753,2018,30,120,150,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3754,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3755,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3756,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3757,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3758,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3759,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3760,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3761,2018,120,360,480,2018-04-10 00:00:00.000,MANKESSIM,,Fetish Priest/Priestess/Herbalist    Category A
3762,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3763,2018,60,120,180,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3764,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3765,2018,105,120,225,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3766,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3767,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3768,2018,70,120,190,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3769,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3770,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3771,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3772,2018,50,60,110,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3773,2018,66,72,138,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3774,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3775,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3776,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3777,2018,80,120,200,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3778,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3779,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3780,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3781,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3782,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3783,2018,110,120,230,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3784,2018,90,120,210,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3785,2018,50,120,170,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3786,2018,30,60,90,2018-04-10 00:00:00.000,MANKESSIM,,Carpenters/Welders/Fitters/Mason/Tailors
3787,2018,0,120,120,2018-04-10 00:00:00.000,MANKESSIM,,Seamstress & Hairdressers with other Facilities 
3788,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3789,2018,100,120,220,2018-04-10 00:00:00.000,MANKESSIM,,GENERAL GOODS
3790,2018,50,360,410,2018-04-10 00:00:00.000,MANKESSIM,,TV & Electrical Appliance (Lawyer Enchil & Kama et
