buss_no,officer_no,paidamount,monthpaid,transdate,fiscal_year,receiptno,electroral_area,buss_type,email
2912,1,10,June,2016-05-06 00:00:00.000,2016,2948429,MANKESSIM,GENERAL GOODS,
2912,1,10,October,2016-09-07 00:00:00.000,2016,2953163,MANKESSIM,GENERAL GOODS,
2912,1,10,October,2016-09-07 00:00:00.000,2016,2955508,MANKESSIM,GENERAL GOODS,
2912,1,10,December,2016-12-16 00:00:00.000,2016,2955586,MANKESSIM,GENERAL GOODS,
2913,1,30,June,2016-05-06 00:00:00.000,2016,2948431,MANKESSIM,Beer / Wine / Spirit Sellers,
2914,1,5,June,2016-05-06 00:00:00.000,2016,2948432,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2915,1,18,October,2016-09-07 00:00:00.000,2016,2953172,MANKESSIM,GENERAL GOODS,
2916,1,18,July,2016-05-06 00:00:00.000,2016,2948448,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2916,1,10,December,2016-12-16 00:00:00.000,2016,2955587,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2917,1,6,June,2016-06-06 00:00:00.000,2016,320222,MANKESSIM,Provision Store,
2918,1,6,June,2016-06-06 00:00:00.000,2016,320229,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2919,1,10,June,2016-06-13 00:00:00.000,2016,320342,MANKESSIM,Hard-Ware ,
2920,1,6,June,2016-06-13 00:00:00.000,2016,320245,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2921,1,6,June,2016-06-13 00:00:00.000,2016,320249,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2922,1,10,June,2016-06-13 00:00:00.000,2016,320257,MANKESSIM,GENERAL GOODS,
2923,1,24,June,2016-06-13 00:00:00.000,2016,320260,MANKESSIM,GENERAL GOODS,
2924,1,6,June,2016-06-13 00:00:00.000,2016,320286,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2925,1,6,February,2016-02-04 00:00:00.000,2016,320297,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2926,1,36,February,2016-02-04 00:00:00.000,2016,320300,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2927,1,40,February,2016-02-04 00:00:00.000,2016,323619,MANKESSIM,Boutique,
2927,1,20,May,2016-05-04 00:00:00.000,2016,2946911,MANKESSIM,Boutique,
2928,1,20,February,2016-02-04 00:00:00.000,2016,323623,MANKESSIM,FOOTWARES,
2929,1,20,February,2015-02-23 00:00:00.000,2016,323626,MANKESSIM,Provision Store,
2929,1,40,April,2016-04-09 00:00:00.000,2016,327709,MANKESSIM,Provision Store,
2930,1,6,February,2015-02-23 00:00:00.000,2016,323627,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2931,1,20,February,2015-02-23 00:00:00.000,2016,323634,MANKESSIM,GENERAL GOODS,
2931,1,10,June,2016-06-01 00:00:00.000,2016,2947955,MANKESSIM,GENERAL GOODS,
2932,1,20,February,2015-02-23 00:00:00.000,2016,323640,MANKESSIM,GENERAL GOODS,
2933,1,10,February,2016-02-24 00:00:00.000,2016,323641,MANKESSIM,GENERAL GOODS,
2933,1,10,April,2016-04-13 00:00:00.000,2016,327747,MANKESSIM,GENERAL GOODS,
2933,1,10,May,2016-05-06 00:00:00.000,2016,2946956,MANKESSIM,GENERAL GOODS,
2933,1,10,June,2016-06-01 00:00:00.000,2016,2948518,MANKESSIM,GENERAL GOODS,
2933,1,10,August,2016-08-24 00:00:00.000,2016,2950851,MANKESSIM,GENERAL GOODS,
2933,1,10,September,2016-09-23 00:00:00.000,2016,2952073,MANKESSIM,GENERAL GOODS,
2933,1,10,November,2016-11-02 00:00:00.000,2016,2954264,MANKESSIM,GENERAL GOODS,
2933,1,10,November,2016-11-19 00:00:00.000,2016,2955769,MANKESSIM,GENERAL GOODS,
2933,1,10,December,2016-12-14 00:00:00.000,2016,2961031,MANKESSIM,GENERAL GOODS,
2934,1,18,February,2016-02-24 00:00:00.000,2016,323645,MANKESSIM,Refrigerator/Phone/Generators Repaires,
2935,1,5,February,2016-02-24 00:00:00.000,2016,323649,MANKESSIM,GENERAL GOODS,
2935,1,15,April,2016-04-09 00:00:00.000,2016,327728,MANKESSIM,GENERAL GOODS,
2935,1,12,July,2016-07-13 00:00:00.000,2016,2949728,MANKESSIM,GENERAL GOODS,
2936,1,20,February,2016-02-24 00:00:00.000,2016,323652,MANKESSIM,GENERAL GOODS,
2937,1,6,February,2016-02-24 00:00:00.000,2016,323655,MANKESSIM,GENERAL GOODS,
2938,1,14,February,2016-02-24 00:00:00.000,2016,323657,MANKESSIM,GENERAL GOODS,
2938,1,14,June,2016-06-16 00:00:00.000,2016,2948550,MANKESSIM,GENERAL GOODS,
2938,1,14,October,2016-10-10 00:00:00.000,2016,2953663,MANKESSIM,GENERAL GOODS,
2938,1,11,December,2016-12-14 00:00:00.000,2016,2961025,MANKESSIM,GENERAL GOODS,
2938,1,10,December,2016-12-16 00:00:00.000,2016,2961053,MANKESSIM,GENERAL GOODS,
2939,1,7,February,2016-02-24 00:00:00.000,2016,323659,MANKESSIM,GENERAL GOODS,
2939,1,7,July,2016-07-20 00:00:00.000,2016,2949737,MANKESSIM,GENERAL GOODS,
2939,1,13,August,2016-08-24 00:00:00.000,2016,2950861,MANKESSIM,GENERAL GOODS,
2939,1,7,September,2016-09-27 00:00:00.000,2016,2952099,MANKESSIM,GENERAL GOODS,
2939,1,10,November,2016-11-16 00:00:00.000,2016,2955744,MANKESSIM,GENERAL GOODS,
2939,1,10,December,2016-12-14 00:00:00.000,2016,2961023,MANKESSIM,GENERAL GOODS,
2939,1,7,December,2016-12-21 00:00:00.000,2016,2961077,MANKESSIM,GENERAL GOODS,
2940,1,10,February,2016-02-24 00:00:00.000,2016,323660,MANKESSIM,GENERAL GOODS,
2940,1,10,June,2016-06-01 00:00:00.000,2016,2948520,MANKESSIM,GENERAL GOODS,
2941,1,5,February,2016-02-24 00:00:00.000,2016,323663,MANKESSIM,GENERAL GOODS,
2942,1,20,March,2016-03-02 00:00:00.000,2016,323665,MANKESSIM,GENERAL GOODS,
2943,1,10,March,2016-03-02 00:00:00.000,2016,323672,MANKESSIM,GENERAL GOODS,
2943,1,10,June,2016-06-01 00:00:00.000,2016,2947990,MANKESSIM,GENERAL GOODS,
2943,1,10,July,2016-07-20 00:00:00.000,2016,2949770,MANKESSIM,GENERAL GOODS,
2943,1,10,August,2016-08-24 00:00:00.000,2016,2950846,MANKESSIM,GENERAL GOODS,
2943,1,10,September,2016-09-07 00:00:00.000,2016,2952010,MANKESSIM,GENERAL GOODS,
2943,1,10,November,2016-11-01 00:00:00.000,2016,2954260,MANKESSIM,GENERAL GOODS,
2943,1,16,December,2016-12-21 00:00:00.000,2016,2961083,MANKESSIM,GENERAL GOODS,
2944,1,16,March,2016-03-02 00:00:00.000,2016,323673,MANKESSIM,GENERAL GOODS,
2944,1,10,May,2016-05-06 00:00:00.000,2016,2946950,MANKESSIM,GENERAL GOODS,
2944,1,10,September,2016-09-07 00:00:00.000,2016,2952003,MANKESSIM,GENERAL GOODS,
2944,1,20,September,2016-09-27 00:00:00.000,2016,2952087,MANKESSIM,GENERAL GOODS,
2944,1,10,October,2016-10-26 00:00:00.000,2016,2954222,MANKESSIM,GENERAL GOODS,
2944,1,20,November,2016-11-25 00:00:00.000,2016,2955786,MANKESSIM,GENERAL GOODS,
2945,1,20,March,2016-03-02 00:00:00.000,2016,323680,MANKESSIM,GENERAL GOODS,
2946,1,16,March,2016-03-03 00:00:00.000,2016,323681,MANKESSIM,GENERAL GOODS,
2947,1,14,March,2016-03-03 00:00:00.000,2016,323687,MANKESSIM,GENERAL GOODS,
2947,1,14,May,2016-05-24 00:00:00.000,2016,2947916,MANKESSIM,GENERAL GOODS,
2947,1,14,November,2016-11-09 00:00:00.000,2016,2955705,MANKESSIM,GENERAL GOODS,
2948,1,14,March,2016-03-03 00:00:00.000,2016,323688,MANKESSIM,GENERAL GOODS,
2948,1,14,July,2016-07-13 00:00:00.000,2016,2949726,MANKESSIM,GENERAL GOODS,
2948,1,6,November,2016-11-02 00:00:00.000,2016,2954292,MANKESSIM,GENERAL GOODS,
2949,1,10,March,2016-03-03 00:00:00.000,2016,323691,MANKESSIM,GENERAL GOODS,
2950,1,10,March,2016-03-03 00:00:00.000,2016,323695,MANKESSIM,GENERAL GOODS,
2951,1,21,March,2016-03-03 00:00:00.000,2016,323700,MANKESSIM,GENERAL GOODS,
2951,1,11,May,2016-05-04 00:00:00.000,2016,2946922,MANKESSIM,GENERAL GOODS,
2952,1,12,March,2016-03-09 00:00:00.000,2016,323508,MANKESSIM,GENERAL GOODS,
2952,1,12,July,2016-07-13 00:00:00.000,2016,2949731,MANKESSIM,GENERAL GOODS,
2952,1,18,October,2016-10-26 00:00:00.000,2016,2954244,MANKESSIM,GENERAL GOODS,
2952,1,12,November,2016-11-25 00:00:00.000,2016,2955799,MANKESSIM,GENERAL GOODS,
2953,1,6,March,2016-03-09 00:00:00.000,2016,323509,MANKESSIM,GENERAL GOODS,
2954,1,21,March,2016-03-09 00:00:00.000,2016,323511,MANKESSIM,Wax Print Dealers/Materials    Category     A,
2954,1,21,May,2016-05-24 00:00:00.000,2016,2947920,MANKESSIM,Wax Print Dealers/Materials    Category     A,
2955,1,7,March,2016-03-09 00:00:00.000,2016,323519,MANKESSIM,COOKING UTENCILS,
2955,1,14,September,2016-09-14 00:00:00.000,2016,2952045,MANKESSIM,COOKING UTENCILS,
2956,1,12,March,2016-03-09 00:00:00.000,2016,323522,MANKESSIM,COOKING UTENCILS,
2956,1,20,June,2016-06-01 00:00:00.000,2016,2947998,MANKESSIM,COOKING UTENCILS,
2956,1,10,June,2016-06-29 00:00:00.000,2016,2948593,MANKESSIM,COOKING UTENCILS,
2957,1,10,March,2016-03-09 00:00:00.000,2016,323524,MANKESSIM,GENERAL GOODS,
2957,1,10,April,2016-04-09 00:00:00.000,2016,327730,MANKESSIM,GENERAL GOODS,
2957,1,10,June,2016-06-22 00:00:00.000,2016,2948557,MANKESSIM,GENERAL GOODS,
2957,1,20,October,2016-10-05 00:00:00.000,2016,2953640,MANKESSIM,GENERAL GOODS,
2957,1,20,November,2016-11-02 00:00:00.000,2016,2954275,MANKESSIM,GENERAL GOODS,
2958,1,20,March,2016-03-09 00:00:00.000,2016,323525,MANKESSIM,GENERAL GOODS,
2958,1,40,July,2016-07-20 00:00:00.000,2016,2949778,MANKESSIM,GENERAL GOODS,
2958,1,20,November,2016-11-25 00:00:00.000,2016,2955787,MANKESSIM,GENERAL GOODS,
2959,1,15,March,2016-03-09 00:00:00.000,2016,323527,MANKESSIM,GENERAL GOODS,
2959,1,30,June,2016-06-01 00:00:00.000,2016,2948515,MANKESSIM,GENERAL GOODS,
2960,1,20,March,2016-03-09 00:00:00.000,2016,323531,MANKESSIM,GENERAL GOODS,
2960,1,10,May,2016-05-06 00:00:00.000,2016,2946958,MANKESSIM,GENERAL GOODS,
2960,1,10,July,2016-07-20 00:00:00.000,2016,2949738,MANKESSIM,GENERAL GOODS,
2960,1,10,September,2016-09-14 00:00:00.000,2016,2952059,MANKESSIM,GENERAL GOODS,
2960,1,10,November,2016-11-16 00:00:00.000,2016,2955740,MANKESSIM,GENERAL GOODS,
2960,1,20,December,2016-12-10 00:00:00.000,2016,2961018,MANKESSIM,GENERAL GOODS,
2961,1,20,March,2016-03-09 00:00:00.000,2016,323534,MANKESSIM,GENERAL GOODS,
2962,1,5,March,2016-03-09 00:00:00.000,2016,323535,MANKESSIM,GENERAL GOODS,
2963,1,11,March,2016-03-09 00:00:00.000,2016,323541,MANKESSIM,GENERAL GOODS,
2964,1,18,March,2016-03-12 00:00:00.000,2016,323544,MANKESSIM,GENERAL GOODS,
2965,1,6,March,2016-03-12 00:00:00.000,2016,323545,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2966,1,12,March,2016-03-12 00:00:00.000,2016,323546,MANKESSIM,GENERAL GOODS,
2966,1,15,June,2016-06-01 00:00:00.000,2016,2947975,MANKESSIM,GENERAL GOODS,
2967,1,10,March,2016-03-12 00:00:00.000,2016,323548,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2967,1,10,April,2016-04-15 00:00:00.000,2016,327774,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2968,1,10,March,2016-03-12 00:00:00.000,2016,323549,MANKESSIM,GENERAL GOODS,
2969,1,10,March,2016-03-12 00:00:00.000,2016,323552,MANKESSIM,GENERAL GOODS,
2970,1,10,March,2016-03-12 00:00:00.000,2016,323556,MANKESSIM,GENERAL GOODS,
2971,1,8,March,2016-03-12 00:00:00.000,2016,323564,MANKESSIM,GENERAL GOODS,
2972,1,5,March,2016-03-12 00:00:00.000,2016,323565,MANKESSIM,GENERAL GOODS,
2972,1,10,June,2016-06-01 00:00:00.000,2016,2948517,MANKESSIM,GENERAL GOODS,
2973,1,10,March,2016-03-16 00:00:00.000,2016,323566,MANKESSIM,GENERAL GOODS,
2974,1,10,March,2016-03-16 00:00:00.000,2016,323567,MANKESSIM,GENERAL GOODS,
2974,1,10,August,2016-08-24 00:00:00.000,2016,2950850,MANKESSIM,GENERAL GOODS,
2975,1,14,March,2016-03-16 00:00:00.000,2016,323571,MANKESSIM,GENERAL GOODS,
2976,1,20,March,2016-03-16 00:00:00.000,2016,323573,MANKESSIM,GENERAL GOODS,
2976,1,10,April,2016-04-15 00:00:00.000,2016,327771,MANKESSIM,GENERAL GOODS,
2976,1,10,June,2016-06-22 00:00:00.000,2016,2948581,MANKESSIM,GENERAL GOODS,
2976,1,10,October,2016-10-10 00:00:00.000,2016,2953680,MANKESSIM,GENERAL GOODS,
2977,1,10,March,2016-03-16 00:00:00.000,2016,323576,MANKESSIM,GENERAL GOODS,
2977,1,10,October,2016-10-26 00:00:00.000,2016,2954227,MANKESSIM,GENERAL GOODS,
2978,1,10,March,2016-03-16 00:00:00.000,2016,323578,MANKESSIM,GENERAL GOODS,
2978,1,10,June,2016-06-22 00:00:00.000,2016,2948551,MANKESSIM,GENERAL GOODS,
2978,1,10,August,2016-08-17 00:00:00.000,2016,2950833,MANKESSIM,GENERAL GOODS,
2978,1,10,August,2016-08-24 00:00:00.000,2016,2950868,MANKESSIM,GENERAL GOODS,
2978,1,10,October,2016-10-10 00:00:00.000,2016,2953666,MANKESSIM,GENERAL GOODS,
2978,1,12,November,2016-11-02 00:00:00.000,2016,2954280,MANKESSIM,GENERAL GOODS,
2978,1,10,December,2016-12-14 00:00:00.000,2016,2961026,MANKESSIM,GENERAL GOODS,
2979,1,20,March,2016-03-16 00:00:00.000,2016,323579,MANKESSIM,GENERAL GOODS,
2980,1,18,March,2016-03-16 00:00:00.000,2016,323580,MANKESSIM,GENERAL GOODS,
2980,1,12,October,2016-10-10 00:00:00.000,2016,2953673,MANKESSIM,GENERAL GOODS,
2980,1,12,November,2016-11-16 00:00:00.000,2016,2955750,MANKESSIM,GENERAL GOODS,
2981,1,15,March,2016-03-16 00:00:00.000,2016,323581,MANKESSIM,GENERAL GOODS,
2982,1,10,March,2016-03-18 00:00:00.000,2016,323589,MANKESSIM,GENERAL GOODS,
2982,1,20,July,2016-07-13 00:00:00.000,2016,2949724,MANKESSIM,GENERAL GOODS,
2982,1,12,October,2016-10-10 00:00:00.000,2016,2953685,MANKESSIM,GENERAL GOODS,
2983,1,22,March,2016-03-21 00:00:00.000,2016,323591,MANKESSIM,GENERAL GOODS,
2983,1,40,June,2016-06-22 00:00:00.000,2016,2948571,MANKESSIM,GENERAL GOODS,
2984,1,6,March,2016-03-21 00:00:00.000,2016,323593,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2984,1,6,August,2016-08-27 00:00:00.000,2016,2950884,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2985,1,6,March,2016-03-21 00:00:00.000,2016,323598,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2986,1,16,March,2016-03-21 00:00:00.000,2016,323599,MANKESSIM,GENERAL GOODS,
2987,1,20,March,2016-03-23 00:00:00.000,2016,326402,MANKESSIM,GENERAL GOODS,
2987,1,10,June,2016-06-01 00:00:00.000,2016,2947987,MANKESSIM,GENERAL GOODS,
2988,1,10,March,2016-03-23 00:00:00.000,2016,326403,MANKESSIM,GENERAL GOODS,
2989,1,10,March,2016-03-23 00:00:00.000,2016,326405,MANKESSIM,GENERAL GOODS,
2989,1,10,June,2016-06-01 00:00:00.000,2016,2948509,MANKESSIM,GENERAL GOODS,
2989,1,10,August,2016-08-17 00:00:00.000,2016,2950817,MANKESSIM,GENERAL GOODS,
2989,1,10,September,2016-09-07 00:00:00.000,2016,2952006,MANKESSIM,GENERAL GOODS,
2989,1,20,October,2016-10-05 00:00:00.000,2016,2953652,MANKESSIM,GENERAL GOODS,
2990,1,20,March,2016-03-23 00:00:00.000,2016,326411,MANKESSIM,GENERAL GOODS,
2990,1,20,June,2016-06-29 00:00:00.000,2016,2948582,MANKESSIM,GENERAL GOODS,
2991,1,10,March,2016-03-23 00:00:00.000,2016,326412,MANKESSIM,GENERAL GOODS,
2992,1,10,March,2016-03-23 00:00:00.000,2016,326422,MANKESSIM,GENERAL GOODS,
2993,1,21,March,2016-03-23 00:00:00.000,2016,326426,MANKESSIM,COOKING UTENCILS,
2993,1,11,June,2016-06-22 00:00:00.000,2016,2948572,MANKESSIM,COOKING UTENCILS,
2993,1,30,July,2016-07-13 00:00:00.000,2016,2949714,MANKESSIM,COOKING UTENCILS,
2993,1,14,August,2016-08-24 00:00:00.000,2016,2950845,MANKESSIM,COOKING UTENCILS,
2993,1,14,September,2016-09-27 00:00:00.000,2016,2952086,MANKESSIM,COOKING UTENCILS,
2993,1,14,November,2016-11-25 00:00:00.000,2016,2955795,MANKESSIM,COOKING UTENCILS,
2994,1,11,March,2016-03-30 00:00:00.000,2016,326428,MANKESSIM,GENERAL GOODS,
2994,1,11,August,2016-08-24 00:00:00.000,2016,2950847,MANKESSIM,GENERAL GOODS,
2994,1,11,November,2016-11-10 00:00:00.000,2016,2955731,MANKESSIM,GENERAL GOODS,
2995,1,14,March,2016-03-30 00:00:00.000,2016,326436,MANKESSIM,GENERAL GOODS,
2995,1,14,August,2016-08-17 00:00:00.000,2016,2950815,MANKESSIM,GENERAL GOODS,
2995,1,10,November,2016-11-19 00:00:00.000,2016,2955764,MANKESSIM,GENERAL GOODS,
2995,1,7,November,2016-11-25 00:00:00.000,2016,2955789,MANKESSIM,GENERAL GOODS,
2995,1,10,December,2016-12-16 00:00:00.000,2016,2961056,MANKESSIM,GENERAL GOODS,
2996,1,10,March,2016-03-30 00:00:00.000,2016,326437,MANKESSIM,GENERAL GOODS,
2996,1,21,December,2016-12-16 00:00:00.000,2016,2961046,MANKESSIM,GENERAL GOODS,
2997,1,20,March,2016-03-30 00:00:00.000,2016,326439,MANKESSIM,GENERAL GOODS,
2997,1,10,December,2016-12-01 00:00:00.000,2016,2960177,MANKESSIM,GENERAL GOODS,
2998,1,8,March,2016-03-30 00:00:00.000,2016,326444,MANKESSIM,GENERAL GOODS,
2999,1,12,March,2016-03-30 00:00:00.000,2016,326449,MANKESSIM,COSMECTICS,
2999,1,14,November,2016-11-19 00:00:00.000,2016,2955774,MANKESSIM,COSMECTICS,
3000,1,6,March,2016-03-30 00:00:00.000,2016,326455,MANKESSIM,GENERAL GOODS,
3001,1,10,March,2016-03-30 00:00:00.000,2016,326458,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
3001,1,5,May,2016-05-04 00:00:00.000,2016,2946938,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
3002,1,5,March,2016-03-30 00:00:00.000,2016,326461,MANKESSIM,GENERAL GOODS,
3003,1,8,March,2016-03-30 00:00:00.000,2016,326463,MANKESSIM,GENERAL GOODS,
3004,1,20,March,2016-03-30 00:00:00.000,2016,326467,MANKESSIM,GENERAL GOODS,
3005,1,10,March,2016-03-30 00:00:00.000,2016,326468,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
3006,1,20,April,2016-04-01 00:00:00.000,2016,326469,MANKESSIM,GENERAL GOODS,
3007,1,10,April,2016-04-01 00:00:00.000,2016,326470,MANKESSIM,GENERAL GOODS,
3008,1,12,April,2016-04-01 00:00:00.000,2016,326471,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
3009,1,10,April,2016-04-01 00:00:00.000,2016,326472,MANKESSIM,GENERAL GOODS,
3010,1,6,April,2016-04-01 00:00:00.000,2016,326473,MANKESSIM,GENERAL GOODS,
3011,1,10,April,2016-04-01 00:00:00.000,2016,326474,MANKESSIM,GENERAL GOODS,
3012,1,20,April,2016-04-01 00:00:00.000,2016,326475,MANKESSIM,FOOTWARES,
3012,1,16,June,2016-06-01 00:00:00.000,2016,2947979,MANKESSIM,FOOTWARES,
3013,1,21,April,2016-04-01 00:00:00.000,2016,326476,MANKESSIM,Pampers & Sanitary Pads     Category A,
3014,1,5,April,2016-04-01 00:00:00.000,2016,326477,MANKESSIM,GENERAL GOODS,
3015,1,15,April,2016-04-01 00:00:00.000,2016,326490,MANKESSIM,FOOTWARES,
3015,1,15,June,2016-06-22 00:00:00.000,2016,2948559,MANKESSIM,FOOTWARES,
3015,1,15,July,2016-07-13 00:00:00.000,2016,2949729,MANKESSIM,FOOTWARES,
3015,1,15,September,2016-09-14 00:00:00.000,2016,2952065,MANKESSIM,FOOTWARES,
3015,1,6,November,2016-11-16 00:00:00.000,2016,2955751,MANKESSIM,FOOTWARES,
3015,1,21,December,2016-12-14 00:00:00.000,2016,2961021,MANKESSIM,FOOTWARES,
3016,1,30,April,2016-04-01 00:00:00.000,2016,326492,MANKESSIM,Wax Print Dealers/Materials    Category     A,
3016,1,10,November,2016-11-09 00:00:00.000,2016,2955706,MANKESSIM,Wax Print Dealers/Materials    Category     A,
3016,1,6,November,2016-11-10 00:00:00.000,2016,2955732,MANKESSIM,Wax Print Dealers/Materials    Category     A,
3017,1,12,April,2016-04-01 00:00:00.000,2016,326493,MANKESSIM,GENERAL GOODS,
3018,1,5,April,2016-04-04 00:00:00.000,2016,326494,MANKESSIM,COSMECTICS,
3019,1,20,April,2016-04-04 00:00:00.000,2016,326496,MANKESSIM,COSMECTICS,
3020,1,20,April,2016-04-04 00:00:00.000,2016,326497,MANKESSIM,Wax Print Dealers/Materials    Category     A,
3021,1,5,April,2016-04-04 00:00:00.000,2016,326500,MANKESSIM,Pure Water Distributors ,
3021,1,12,June,2016-06-22 00:00:00.000,2016,2948577,MANKESSIM,Pure Water Distributors ,
3021,1,16,August,2016-08-24 00:00:00.000,2016,2950849,MANKESSIM,Pure Water Distributors ,
3021,1,40,October,2016-10-05 00:00:00.000,2016,2953610,MANKESSIM,Pure Water Distributors ,
3022,1,10,April,2016-04-09 00:00:00.000,2016,327700,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
3022,1,10,May,2016-05-06 00:00:00.000,2016,2946944,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
3022,1,10,August,2016-08-24 00:00:00.000,2016,2950874,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
3023,1,12,April,2016-04-09 00:00:00.000,2016,327702,MANKESSIM,GENERAL GOODS,
3024,1,12,April,2016-04-09 00:00:00.000,2016,327703,MANKESSIM,GENERAL GOODS,
3025,1,20,April,2016-04-09 00:00:00.000,2016,327705,MANKESSIM,GENERAL GOODS,
3026,1,20,April,2016-04-09 00:00:00.000,2016,327706,MANKESSIM,GENERAL GOODS,
3027,1,10,April,2016-04-09 00:00:00.000,2016,327707,MANKESSIM,GENERAL GOODS,
3028,1,10,April,2016-04-09 00:00:00.000,2016,327711,MANKESSIM,COSMECTICS,
3029,1,20,April,2016-04-09 00:00:00.000,2016,327713,MANKESSIM,Provision Store,
3029,1,20,May,2016-05-04 00:00:00.000,2016,2946939,MANKESSIM,Provision Store,
3030,1,10,April,2016-04-09 00:00:00.000,2016,327716,MANKESSIM,Cement Shops,
3031,1,20,April,2016-04-09 00:00:00.000,2016,327717,MANKESSIM,Provision Store,
3032,1,12,April,2016-04-09 00:00:00.000,2016,327720,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
3032,1,20,May,2016-05-06 00:00:00.000,2016,2946980,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
3033,1,30,April,2016-04-09 00:00:00.000,2016,327721,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
3034,1,10,April,2016-04-09 00:00:00.000,2016,327725,MANKESSIM,Provision Store,
3035,1,20,April,2016-04-09 00:00:00.000,2016,327729,MANKESSIM,COSMECTICS,
3036,1,10,April,2016-04-09 00:00:00.000,2016,327734,MANKESSIM,GENERAL GOODS,
3036,1,12,September,2016-09-07 00:00:00.000,2016,2952015,MANKESSIM,GENERAL GOODS,
3037,1,5,April,2016-04-13 00:00:00.000,2016,327746,MANKESSIM,Pampers & Sanitary Pads     Category A,
3037,1,6,June,2016-06-22 00:00:00.000,2016,2948579,MANKESSIM,Pampers & Sanitary Pads     Category A,
3037,1,6,October,2016-10-10 00:00:00.000,2016,2953691,MANKESSIM,Pampers & Sanitary Pads     Category A,
3037,1,18,December,2016-12-16 00:00:00.000,2016,2961051,MANKESSIM,Pampers & Sanitary Pads     Category A,
3038,1,16,April,2016-04-15 00:00:00.000,2016,327748,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
3038,1,6,June,2016-06-01 00:00:00.000,2016,2947971,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
3038,1,32,December,2016-12-16 00:00:00.000,2016,2961037,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
3039,1,10,April,2016-04-15 00:00:00.000,2016,327751,MANKESSIM,GENERAL GOODS,
3040,1,6,April,2016-04-15 00:00:00.000,2016,327752,MANKESSIM,GENERAL GOODS,
3041,1,10,April,2016-04-15 00:00:00.000,2016,327753,MANKESSIM,GENERAL GOODS,
3042,1,12,April,2016-04-15 00:00:00.000,2016,327754,MANKESSIM,GENERAL GOODS,
3043,1,8,April,2016-04-15 00:00:00.000,2016,327758,MANKESSIM,GENERAL GOODS,
3044,1,5,April,2016-04-15 00:00:00.000,2016,327759,MANKESSIM,GENERAL GOODS,
3045,1,10,April,2016-04-15 00:00:00.000,2016,327765,MANKESSIM,COSMECTICS,
